0,max,uniform,(-0.011796081+1.6595857j),(-0.011796081-1.6595857j),(0.24453886+1.5597782j),(0.24453886-1.5597782j),(-1.9523275+0j),(-1.163495+0.2866766j),(-1.163495-0.2866766j),(-0.8725231+0.723111j),(-0.8725231-0.723111j),(-0.40681177+0.7882306j),(-0.40681177-0.7882306j),(-0.08339837+0.65402186j),(-0.08339837-0.65402186j),(-0.06427549+0.10181876j),(-0.06427549-0.10181876j),(-0.5350879+0j)
0,max,uniform,(-0.011675031+1.6565993j),(-0.011675031-1.6565993j),(0.24425273+1.5596882j),(0.24425273-1.5596882j),(-1.9516811+0j),(-1.163448+0.286642j),(-1.163448-0.286642j),(-0.8727137+0.7209411j),(-0.8727137-0.7209411j),(-0.40636945+0.7878829j),(-0.40636945-0.7878829j),(-0.08343507+0.6539793j),(-0.08343507-0.6539793j),(-0.06436204+0.101828195j),(-0.06436204-0.101828195j),(-0.5351913+0j)
0,max,uniform,(-0.012001745+1.6536322j),(-0.012001745-1.6536322j),(0.2440928+1.5593826j),(0.2440928-1.5593826j),(-1.9513769+0j),(-1.1635218+0.28679293j),(-1.1635218-0.28679293j),(-0.8728834+0.718247j),(-0.8728834-0.718247j),(-0.40588728+0.7870189j),(-0.40588728-0.7870189j),(-0.083442084+0.65395707j),(-0.083442084-0.65395707j),(-0.064359315+0.10190984j),(-0.064359315-0.10190984j),(-0.53519726+0j)
0,max,uniform,(-0.012374197+1.6513616j),(-0.012374197-1.6513616j),(0.2440396+1.5589905j),(0.2440396-1.5589905j),(-1.9511781+0j),(-1.1635412+0.28691489j),(-1.1635412-0.28691489j),(-0.8731597+0.715735j),(-0.8731597-0.715735j),(-0.4054203+0.7859742j),(-0.4054203-0.7859742j),(-0.08342583+0.65393966j),(-0.08342583-0.65393966j),(-0.06434445+0.10211375j),(-0.06434445-0.10211375j),(-0.5351401+0j)
0,max,uniform,(-0.012476367+1.6495471j),(-0.012476367-1.6495471j),(0.24395865+1.5585316j),(0.24395865-1.5585316j),(-1.9510598+0j),(-1.1635361+0.28697506j),(-1.1635361-0.28697506j),(-0.87367696+0.7138695j),(-0.87367696-0.7138695j),(-0.40488917+0.78515404j),(-0.40488917-0.78515404j),(-0.08339672+0.6539558j),(-0.08339672-0.6539558j),(-0.0643234+0.10227433j),(-0.0643234-0.10227433j),(-0.5351023+0j)
0,max,uniform,(-0.012650295+1.6481223j),(-0.012650295-1.6481223j),(0.2439316+1.5581158j),(0.2439316-1.5581158j),(-1.950963+0j),(-1.1634492+0.28699955j),(-1.1634492-0.28699955j),(-0.8741742+0.71224254j),(-0.8741742-0.71224254j),(-0.40440014+0.78435576j),(-0.40440014-0.78435576j),(-0.08336103+0.65393764j),(-0.08336103-0.65393764j),(-0.06429429+0.10239912j),(-0.06429429-0.10239912j),(-0.5350046+0j)
0,max,uniform,(-0.012790793+1.6470382j),(-0.012790793-1.6470382j),(0.24390069+1.5577464j),(0.24390069-1.5577464j),(-1.95093+0j),(-1.1633784+0.28702453j),(-1.1633784-0.28702453j),(-0.87457746+0.71101224j),(-0.87457746-0.71101224j),(-0.40398046+0.78371185j),(-0.40398046-0.78371185j),(-0.08330746+0.65392506j),(-0.08330746-0.65392506j),(-0.06425965+0.1024645j),(-0.06425965-0.1024645j),(-0.5348967+0j)
0,max,uniform,(-0.012911314+1.6460824j),(-0.012911314-1.6460824j),(0.24384068+1.5574671j),(0.24384068-1.5574671j),(-1.9509473+0j),(-1.1633971+0.28711027j),(-1.1633971-0.28711027j),(-0.87476575+0.71006835j),(-0.87476575-0.71006835j),(-0.40364867+0.78328586j),(-0.40364867-0.78328586j),(-0.083235085+0.6539065j),(-0.083235085-0.6539065j),(-0.06422366+0.10248647j),(-0.06422366-0.10248647j),(-0.53484195+0j)
0,max,uniform,(-0.013031529+1.6454015j),(-0.013031529-1.6454015j),(0.24379694+1.5572567j),(0.24379694-1.5572567j),(-1.9509084+0j),(-1.1634285+0.28721926j),(-1.1634285-0.28721926j),(-0.87476295+0.7092921j),(-0.87476295-0.7092921j),(-0.4034922+0.7829629j),(-0.4034922-0.7829629j),(-0.083214276+0.65389216j),(-0.083214276-0.65389216j),(-0.06418778+0.1024964j),(-0.06418778-0.1024964j),(-0.53483397+0j)
0,max,uniform,(-0.013173439+1.6448122j),(-0.013173439-1.6448122j),(0.2437465+1.5570462j),(0.2437465-1.5570462j),(-1.9507478+0j),(-1.1634446+0.28731477j),(-1.1634446-0.28731477j),(-0.87468696+0.70858896j),(-0.87468696-0.70858896j),(-0.40341315+0.78270537j),(-0.40341315-0.78270537j),(-0.083250664+0.6538162j),(-0.083250664-0.6538162j),(-0.06415146+0.10252818j),(-0.06415146-0.10252818j),(-0.5348194+0j)
